City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Hornepayne,CA,49.2138,-84.7705,34.74,97,100,14.03,snow
700,Hinwil,CH,47.2943,8.8439,41.36,98,100,0.0,overcast clouds
701,Chernyshevsk,RU,52.5243,117.0174,-13.4,76,99,2.57,overcast clouds
702,Fasa,IR,28.9383,53.6482,43.84,45,0,4.61,clear sky
703,Umm Lajj,SA,25.0213,37.2685,74.08,52,4,7.63,clear sky
704,Shelburne,CA,44.0787,-80.2041,39.6,91,100,17.94,overcast clouds
705,Astana,KZ,51.1801,71.446,1.35,66,0,6.71,clear sky
706,Zhireken,RU,52.8249,117.3076,-11.38,70,100,4.56,overcast clouds
707,Banda Aceh,ID,5.5577,95.3222,84.58,64,100,1.97,overcast clouds
708,Uthal,PK,25.8072,66.6219,75.16,40,0,2.35,clear sky
709,Arica,CL,-18.475,-70.3042,69.35,64,100,6.91,overcast clouds
710,Samarai,PG,-10.6167,150.6667,84.63,72,100,12.64,light rain
711,Urengoy,RU,65.9667,78.3667,-10.03,100,77,3.24,broken clouds
712,Darnah,LY,32.767,22.6367,61.03,70,100,20.71,overcast clouds
713,Prado,BR,-17.3411,-39.2208,74.59,85,100,9.73,overcast clouds
714,Pandan,PH,14.0453,124.1694,85.28,72,50,12.15,scattered clouds
715,Kandrian,PG,-6.2167,149.55,87.12,68,85,6.98,light rain
716,Flinders,AU,-34.5833,150.8552,72.05,62,13,4.0,few clouds
717,Moscow,RU,55.7522,37.6156,10.92,96,65,4.05,broken clouds
718,Tezu,IN,27.9167,96.1667,79.79,29,1,2.42,clear sky
719,Marystown,CA,47.1666,-55.1483,27.61,67,19,18.19,few clouds
